c_ClaveProdServ,Descripción,Incluir IVA trasladado,Incluir IEPS trasladado,Complemento que debe incluir,FechaInicioVigencia,FechaFinVigencia,Estímulo Franja Fronteriza,Palabras similares
42161615,Sistemas de reprocesamiento de dializador para hemodiálisis,Opcional,Opcional,,43472,,1,
42161616,"Detectores de burbujas de aire o espuma o coágulos, o trampas o alarmas para unidades de hemodiálisis",Opcional,Opcional,,43472,,1,
42161617,Monitores de presión arterial para unidades de hemodiálisis,Opcional,Opcional,,43472,,1,
42161618,Pinzas de línea de sangre para unidades de hemodiálisis,Opcional,Opcional,,43472,,1,
42161619,Tapas para válvulas de sangre para unidades de hemodiálisis,Opcional,Opcional,,43472,,1,
42161620,Bombas de sangre para unidades de hemodiálisis,Opcional,Opcional,,43472,,1,
42161621,Tapas para válvulas de dialisato unidades de hemodiálisis,Opcional,Opcional,,43472,,1,
42161622,Desinfectantes o limpiadores para unidades de hemodiálisis,Opcional,Opcional,,43472,,1,
42161623,Bombas de infusión de heparina unidades de hemodiálisis,Opcional,Opcional,,43472,,1,
42161624,Controladores de agujas únicas para unidades de hemodiálisis,Opcional,Opcional,,43472,,1,
42161625,Convertidores de un solo paso para unidades de hemodiálisis,Opcional,Opcional,,43472,,1,
42161626,Estantes o soportes o carritos para unidades de hemodiálisis,Opcional,Opcional,,43472,,1,
42161627,Monitores de temperatura para unidades de hemodiálisis,Opcional,Opcional,,43472,,1,
42161628,Equipos de prueba para unidades de hemodiálisis,Opcional,Opcional,,43472,,1,
42161629,Filtros transductores para unidades de hemodiálisis,Opcional,Opcional,,43472,,1,
42161630,Protectores transductores para unidades de hemodiálisis,Opcional,Opcional,,43472,,1,
42161631,Sistemas de purificación del agua para unidades de hemodiálisis,Opcional,Opcional,,43472,,1,
42161632,Unidades de hemodiálisis,Opcional,Opcional,,43472,,1,
42161633,Membranas dializadoras para aparatos de hemodiálisis,Opcional,Opcional,,43472,,1,
42161634,Bandejas de procedimiento o accesorios para hemodiálisis,Opcional,Opcional,,43472,,1,
42161635,Cartuchos para aparatos de hemodiálisis,Opcional,Opcional,,43472,,1,
42161700,Equipo de hemofiltración y suministros,Opcional,Opcional,,43472,,1,
42161701,Hemofiltro,Opcional,Opcional,,43472,,1,
42161702,Bolsas de recolección de hemofiltración,Opcional,Opcional,,43472,,1,
42161703,Puertos de infusión para hemofiltración,Opcional,Opcional,,43472,,1,
42161704,Puertos de muestreo para hemofiltración,Opcional,Opcional,,43472,,1,
42161800,Equipo y suministros de terapia renal sustitutiva continua (CRRT),Opcional,Opcional,,43472,,1,
42161801,Unidades de diálisis arterio venosa continua cavhd o productos relacionados,Opcional,Opcional,,43472,,1,
42161802,Unidades de hemofiltración arterio venosa continua cavh o productos relacionados,Opcional,Opcional,,43472,,1,
42161803,Unidades de hemodiálisis o hemofiltración  venosa continua o productos relacionados,Opcional,Opcional,,43472,,1,
42161804,Unidades de ultrafiltración continua lenta scuf o productos relacionados,Opcional,Opcional,,43472,,1,
42161900,Equipo y suministros para aféresis terapéutica,Opcional,Opcional,,43472,,1,
42161901,Kit para procedimientos de aféresis terapéutica,Opcional,Opcional,,43472,,1,
42171500,Productos de servicio médico de urgencia en la gestión de desastre,Opcional,Opcional,,43472,,1,
42171501,Bolsas para cuerpos para desastres para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171502,Etiquetas de triage para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171600,"Productos de sacar, inmovilizar y trasladar de servicios médicos de urgencia",Opcional,Opcional,,43472,,1,
42171601,Camillas o accesorios para evacuación aérea,Opcional,Opcional,,43472,,1,
42171602,Camillas o accesorios para ambulancias,Opcional,Opcional,,43472,,1,
42171603,Prendas anti choque,Opcional,Opcional,,43472,,1,
42171604,Camillas canasta o accesorios,Opcional,Opcional,,43472,,1,
42171605,Ojales de cable de rescate,Opcional,Opcional,,43472,,1,
42171606,Férulas inflables para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171607,Collares cervicales o de extracción de víctimas para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171608,Inmovilizadores de cabeza para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171609,Correas de retención o espinales para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171610,Inmovilizadores de torso para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171611,Literas o camillas o accesorios para respuesta de emergencia,Opcional,Opcional,,43472,,1,
42171612,Camillas o accesorios redondas,Opcional,Opcional,,43472,,1,
42171613,Tablas espinales,Opcional,Opcional,,43472,,1,
42171614,Tubos o contenedores para rescate en agua,Opcional,Opcional,,43472,,1,
42171700,Mantas de servicios médicos de urgencia,Opcional,Opcional,,43472,,1,
42171701,Cobijas para emergencias o rescates,Opcional,Opcional,,43472,,1,
42171702,Cobijas para primeros auxilios,Opcional,Opcional,,43472,,1,
42171703,Cobertores o cobijas de protección contra el calor para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171704,Fajas para bebés o porta bebés para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171800,Equipo de servicios médicos de urgencia de gestión del vía de aire,Opcional,Opcional,,43472,,1,
42171801,Kits de intubación o vía aérea oro faríngea para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171802,Kits de laringoscopia para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171803,Unidades o accesorios de succión para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171804,Kits de cricotiroidotomía o tubo traqueal para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171805,Desplegadores de mandíbula,Opcional,Opcional,,43472,,1,
42171806,Palos para convulsiones,Opcional,Opcional,,43472,,1,
42171900,Cajas o bolsas de almacenaje para servicios médicos de urgencia,Opcional,Opcional,,43472,,1,
42171901,Bolsas de manejo de vía aérea para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171902,Estuches de desfibriladores para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171903,Estuches de medicamentos para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171904,Estuches o bolsas de productos de extracción para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171905,Estuches intravenosos iv para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171906,Estuches de intubación para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171907,Bolsas de laringoscopia para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171908,Estuches de soporte de vida para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171909,Paquetes de trauma para respuesta de larga distancia ldr para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171910,Estuches paramédicos para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,Botiquines para servicios de emergencia
42171911,Estuches de oxígeno portátil o resucitación para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171912,Estuches o bolsas de rescate para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171913,Estuches o bolsas de respuesta para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,Maletines para sevicios médicos de emergencia
42171914,Estuches o bolsas de trauma para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171915,Estuches o bolsas para técnicos médicos de emergencia emt,Opcional,Opcional,,43472,,1,
42171916,Estuches para transportar o almacenar sets de inmovilización para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171917,Estuches o bolsas o accesorios de primeros auxilios para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171918,Estuches de equipos de tratamiento de víctimas de gas para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171919,Bolsas o revestimientos de evacuación para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42171920,Estuches o accesorios de ropa para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42172000,Kits para los servicios médicos de urgencias y campo,Opcional,Opcional,,43472,,1,
42172001,Kits de primeros auxilios para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,"Botiquín de primeros auxilios, Botiquín médico"
42172002,Kits de primera respuesta para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,Maletín paramédico para emergencias pre-hospitalarias
42172003,Kits intravenosos iv para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42172004,Kits de soporte de vida para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42172005,Kits de trauma de respuesta de larga distancia ldr para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42172006,Kits obstétricos para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42172007,Kits de oxígeno o resucitación para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42172008,Kits de rapel para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42172009,Kits de búsqueda y rescate para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42172010,Kits de trauma para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42172011,Kits para técnicos médicos de emergencia emt,Opcional,Opcional,,43472,,1,
42172012,Kits de ventriculostomía para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42172013,Kits de evacuación para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42172014,Kits o suministros de transporte de pacientes para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42172015,Kits de tratamiento dental para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42172016,Kits de fracturas para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42172017,Kits de equipos médicos de laboratorio o de campo o productos relacionados,Opcional,Opcional,,43472,,1,
42172018,Kit de lavado gástrico,Opcional,Opcional,,43472,,1,
42172100,Productos de resucitación de servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42172101,Desfibriladores externos automatizados aed o paletas duras,Opcional,Opcional,,43472,,1,
42172102,Escudos o máscaras protectoras para resucitación cardiopulmonar cpr,Opcional,Opcional,,43472,,1,
42172103,Kits aspiradores o resucitadores para emergencias,Opcional,Opcional,,43472,,1,
42172104,Tablas de resucitación cardiopulmonar cpr,Opcional,Opcional,,43472,,1,
42172105,Accesorios para desfibriladores externos automatizados aed,Opcional,Opcional,,43472,,1,
42172200,Suministros de servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42172201,Pinzas o torniquetes para servicios médicos de emergencia,Opcional,Opcional,,43472,,1,
42181500,Evaluación diagnóstica y productos de examen de uso general,Opcional,Opcional,,43472,,1,
42181501,Depresores de lengua o cuchillos o baja lenguas,Opcional,Opcional,,43472,,1,"Abatelenguas, Depresor lingual"
42181502,Transiluminadores para exámenes de uso médico,Opcional,Opcional,,43472,,1,
42181503,Lubricantes o gelatinas personales o para examen,Opcional,Opcional,,43472,,1,
42181504,Sets de hemacitómetros,Opcional,Opcional,,43472,,1,
42181505,Sets o accesorios de muestreadores de células endometriales,Opcional,Opcional,,43472,,1,
42181506,Kits de determinación de asalto sexual,Opcional,Opcional,,43472,,1,
42181507,Bandas para sujetar el espejo a la frente o accesorios para exámenes médicos,Opcional,Opcional,,43472,,1,
42181508,Pañitos limpiadores para equipo diagnóstico,Opcional,Opcional,,43472,,1,
42181509,Sets de examen físico para cirujanos de vuelo,Opcional,Opcional,,43472,,1,
42181510,Medidores de ictericia transcutáneos,Opcional,Opcional,,43472,,1,
42181511,Evaluadores de impotencia masculina,Opcional,Opcional,,43472,,1,
42181512,Cucharas para examen de portadores de tifoidea,Opcional,Opcional,,43472,,1,
42181513,Kits de irrigación de los senos nasales,Opcional,Opcional,,43472,,1,
42181514,Fotómetros de hemoglobina,Opcional,Opcional,,43472,,1,
42181515,Bandejas de procedimiento para exámenes,Opcional,Opcional,,43472,,1,
42181516,Unidades o accesorios de electromiografía emg,Opcional,Opcional,,43472,,1,
42181518,Estuche para sets de instrumentos médicos o sus accesorios,Opcional,Opcional,,43472,,1,
42181519,Portador de gotas,Opcional,Opcional,,43472,,1,
42181520,Medidor de presión intratoráxica,Opcional,Opcional,,43472,,1,
42181521,Monitor de presión de fluido espinal,Opcional,Opcional,,43472,,1,
42181522,Aparato para análisis de manera de caminar,Opcional,Opcional,,43472,,1,
42181523,Sistema de prueba y evaluación isocinética,Opcional,Opcional,,43472,,1,
42181524,Analizador de rigidez,Opcional,Opcional,,43472,,1,
42181525,Ataxiágrafo,Opcional,Opcional,,43472,,1,
42181526,Algesímetro,Opcional,Opcional,,43472,,1,
42181527,Dinamómetro médico,Opcional,Opcional,,43472,,1,
42181528,Dispositivo para medir la resistencia de la piel,Opcional,Opcional,,43472,,1,
42181529,Estesiómetro,Opcional,Opcional,,43472,,1,
42181530,Sistema de inducción de sudor de iontoforesis,Opcional,Opcional,,43472,,1,
42181531,Instrumento medidor de conductividad eléctrica de la piel,Opcional,Opcional,,43472,,1,
42181532,Medidor de respuesta galvánica de la piel,Opcional,Opcional,,43472,,1,
42181533,Dispositivo de medición de la velocidad de conducción del nervio,Opcional,Opcional,,43472,,1,
42181534,Electroglotógrafo,Opcional,Opcional,,43472,,1,
42181535,Condicionador de señales electrónicas fisiológicas,Opcional,Opcional,,43472,,1,
42181536,Dispositivo eléctrico de detección de caries,Opcional,Opcional,,43472,,1,
42181537,Instrumento para medir la fuerza de la mordida para uso odontológico,Opcional,Opcional,,43472,,1,
42181538,Dispositivo medidor del sonido de oclusión para uso odontológico,Opcional,Opcional,,43472,,1,
42181600,Unidades de presión sanguínea y productos relacionados,Opcional,Opcional,,43472,,1,
42181601,Unidades de presión de sangre aneroides,Opcional,Opcional,,43472,,1,
42181602,Unidades de presión de sangre electrónicas,Opcional,Opcional,,43472,,1,
42181603,Unidades de presión de sangre de mercurio,Opcional,Opcional,,43472,,1,
42181604,Válvulas o peras inflables de liberación de presión del aire en la sangre,Opcional,Opcional,,43472,,1,
42181605,Mangas o vejigas de presión de la sangre,Opcional,Opcional,,43472,,1,
42181606,Mangueras de inflar o mangueras neumáticas o adaptadores de presión de sangre,Opcional,Opcional,,43472,,1,
42181607,Unidades de registro de presión de sangre,Opcional,Opcional,,43472,,1,
42181608,Accesorios para instrumentos de medición de presión de sangre,Opcional,Opcional,,43472,,1,
42181609,Kits de domo de monitoreo de presión de sangre,Opcional,Opcional,,43472,,1,
42181610,Kits de mangas de presión de sangre,Opcional,Opcional,,43472,,1,
42181611,Manómetro de presión venosa central cvp,Opcional,Opcional,,43472,,1,
42181612,Soportes móviles de presión de sangre,Opcional,Opcional,,43472,,1,
42181700,Unidades de electrocardiografía (ECG) y productos relacionados,Opcional,Opcional,,43472,,1,
42181701,Unidades de electrocardiografía ekg,Opcional,Opcional,,43472,,1,
42181702,Adaptadores o cables o conductores para electrocardiografía ekg,Opcional,Opcional,,43472,,1,
42181703,Probadores de cables o conductores o unidades de electrocardiografía ekg,Opcional,Opcional,,43472,,1,
42181704,Calibradores o reglas de electrocardiografía ekg,Opcional,Opcional,,43472,,1,
42181705,Registros gráficos de electrocardiografía ekg,Opcional,Opcional,,43472,,1,
42181706,Pantallas de monitor para electrocardiografía ekg,Opcional,Opcional,,43472,,1,
42181707,Electrodos de tira o anillo para electrocardiografía ekg neonatal,Opcional,Opcional,,43472,,1,
42181708,Electrodos de parche para electrocardiografía ekg,Opcional,Opcional,,43472,,1,
42181710,Probadores de superficie de electrodos para electrocardiografía ekg,Opcional,Opcional,,43472,,1,
42181711,Sistemas telefónicos receptores o transmisores para electrocardiografía ekg,Opcional,Opcional,,43472,,1,
42181712,Analizadores de unidad de electrocardiografía ekg,Opcional,Opcional,,43472,,1,
42181713,Sistemas de monitoreo de electrocardiografía ekg continua de larga duración o holter,Opcional,Opcional,,43472,,1,
42181714,Kits de accesorios de monitoreo para electrocardiografía ekg,Opcional,Opcional,,43472,,1,
42181715,Soluciones o cremas para electrodos,Opcional,Opcional,,43472,,1,
42181716,Accesorios para electrocardiografía ekg,Opcional,Opcional,,43472,,1,
42181717,Bombillos de electrodos para electrocardiografía ekg,Opcional,Opcional,,43472,,1,
42181718,Esferos para registro de electrocardiografía ekg,Opcional,Opcional,,43472,,1,
42181719,Transmisor o telemetría o accesorios para electrocardiografía ekg,Opcional,Opcional,,43472,,1,
42181720,Sistema de monitoreo de estrés por ejercicio,Opcional,Opcional,,43472,,1,
42181721,Esfigmógrafo,Opcional,Opcional,,43472,,1,
42181722,Analizador de ondas de pulso,Opcional,Opcional,,43472,,1,
42181800,Oxímetros de pulso,Opcional,Opcional,,43472,,1,
42181801,Unidades para oxímetros de pulso,Opcional,Opcional,,43472,,1,
42181802,Cables para oxímetros de pulso,Opcional,Opcional,,43472,,1,
42181803,Sondas o sensores para oxímetros de pulso,Opcional,Opcional,,43472,,1,
42181804,Accesorios para sondas o sensores para oxímetros de pulso,Opcional,Opcional,,43472,,1,
42181805,Accesorios para unidades de oxímetros de pulso,Opcional,Opcional,,43472,,1,
42181900,Unidades de control de cuidado intenso y productos relacionados,Opcional,Opcional,,43472,,1,
42181901,Unidades o accesorios para cuidado intensivo fetal o monitoreo materno,Opcional,Opcional,,43472,,1,
42181902,Unidades o accesorios para monitoreo de presión intracraneal icp,Opcional,Opcional,,43472,,1,
42181903,Unidades o accesorios para monitoreo de salida cardiaca co,Opcional,Opcional,,43472,,1,
42181904,Unidades o accesorios para unidades de signos vitales multi parámetro,Opcional,Opcional,,43472,,1,
42181905,Cables para monitor transductor para uso médico,Opcional,Opcional,,43472,,1,
42181906,Catéteres para monitoreo de presión intrauterina,Opcional,Opcional,,43472,,1,
42181907,Aparatos para metabolismo basal,Opcional,Opcional,,43472,,1,
42181908,Sets o accesorios de monitoreo de presión intra compartimientos,Opcional,Opcional,,43472,,1,
42181910,Kits intrauterinos transcervicales,Opcional,Opcional,,43472,,1,
42181911,Electrodos para cuero cabelludo fetal,Opcional,Opcional,,43472,,1,
42181912,Monitor electroencefalográfico fetal,Opcional,Opcional,,43472,,1,
42182000,Especulo y scopios y accesorios para uso del reconocimiento diagnóstico médico,Opcional,Opcional,,43472,,1,
42182001,Espéculos para examen anal o rectal,Opcional,Opcional,,43472,,1,
42182002,Anoscopios o proctoscopios,Opcional,Opcional,,43472,,1,
42182003,Colposcopios o vaginoscopios o accesorios,Opcional,Opcional,,43472,,1,
42182004,Dermatoscopios,Opcional,Opcional,,43472,,1,
42182005,Oftalmoscopios u otoscopios o sets de escopios,Opcional,Opcional,,43472,,1,
42182006,Espéculos para examen de laringe o bucofaríngeo,Opcional,Opcional,,43472,,1,
42182007,Bombillos o lámparas de escopios para exámenes médicos,Opcional,Opcional,,43472,,1,
42182008,Manijas de escopios o cargadores de escopios para exámenes médicos,Opcional,Opcional,,43472,,1,
42182009,Puntas de espéculos para escopios o dispensadores de puntas de espéculos para uso médico,Opcional,Opcional,,43472,,1,
42182010,Sujetadores o soportes para espéculos para exámenes médicos,Opcional,Opcional,,43472,,1,
42182011,Espéculos o puntas de dilatación o dispensadores de puntas para exámenes médicos,Opcional,Opcional,,43472,,1,
42182012,Espéculos o dilatadores para exámenes nasales,Opcional,Opcional,,43472,,1,
42182013,Espéculos para examen vaginal,Opcional,Opcional,,43472,,1,
42182014,Accesorios para otoscopios u oftalmoscopios,Opcional,Opcional,,43472,,1,
42182015,Espéculos para otoscopia,Opcional,Opcional,,43472,,1,
42182016,Nasofaringoscopios o accesorios,Opcional,Opcional,,43472,,1,
42182017,Sets de espéculos para oído,Opcional,Opcional,,43472,,1,
42182018,Broncoscopios o accesorios,Opcional,Opcional,,43472,,1,
42182019,Kits de dilatación,Opcional,Opcional,,43472,,1,
42182020,Angioscopios o accesorios,Opcional,Opcional,,43472,,1,
42182100,Estetoscopio y productos relacionados,Opcional,Opcional,,43472,,1,
42182101,Estetoscopios electrónicos o accesorios,Opcional,Opcional,,43472,,1,
42182102,Dopplers vasculares de mano o accesorios,Opcional,Opcional,,43472,,1,
42182103,Estetoscopio acústico para uso médico o accesorios,Opcional,Opcional,,43472,,1,
42182104,Estetoscopio de cabeza,Opcional,Opcional,,43472,,1,
42182105,Cubiertas para estetoscopios de cabeza,Opcional,Opcional,,43472,,1,
42182106,Fonocardiográfos estetoscópicos,Opcional,Opcional,,43472,,1,
42182107,Estetoscopios auriculares,Opcional,Opcional,,43472,,1,
42182108,Termorreguladores de pacientes,Opcional,Opcional,,43472,,1,
42182200,Termómetros médicos y accesorios,Opcional,Opcional,,43472,,1,
42182201,Termómetros electrónicos para uso médico,Opcional,Opcional,,43472,,1,
42182202,Termómetros de fibra óptica para uso médico,Opcional,Opcional,,43472,,1,
42182203,Estuches o forros para transportar termómetros para uso médico,Opcional,Opcional,,43472,,1,
42182204,Estantes para termómetros para uso médico,Opcional,Opcional,,43472,,1,
42182205,Fundas para puntas o sondas de termómetros para uso médico,Opcional,Opcional,,43472,,1,
42182206,Termómetros de mercurio para uso médico,Opcional,Opcional,,43472,,1,
42182207,Monitores de temperatura continua o de tendencia de temperatura del paciente,Opcional,Opcional,,43472,,1,
42182208,Bandas de temperatura del paciente,Opcional,Opcional,,43472,,1,
42182209,Sondas para termómetros,Opcional,Opcional,,43472,,1,
42182210,Termómetros de vidrio no de mercurio para uso médico,Opcional,Opcional,,43472,,1,
42182211,Sistema de termografía infrarroja,Opcional,Opcional,,43472,,1,
42182212,Termómetro de cristal líquido,Opcional,Opcional,,43472,,1,
42182300,Productos del examen neurológico,Opcional,Opcional,,43472,,1,
42182301,Molinillos de diagnóstico para uso médico,Opcional,Opcional,,43472,,1,
42182302,Martillos o martillos quirúrgicos para reflejos,Opcional,Opcional,,43472,,1,
42182303,Tarjetas de examen neurosiquiátrico,Opcional,Opcional,,43472,,1,
42182304,Sets o kits de pruebas de diagnóstico sicológico,Opcional,Opcional,,43472,,1,
42182305,Sets para procedimientos mielográficos,Opcional,Opcional,,43472,,1,
42182306,Discriminadores neurológicos,Opcional,Opcional,,43472,,1,
42182307,Alfileres neurológicos,Opcional,Opcional,,43472,,1,
42182308,Electroencefalógrafo eeg o accesorios,Opcional,Opcional,,43472,,1,
42182310,Electromiógrafos,Opcional,Opcional,,43472,,1,
42182311,Sensores neurológicos,Opcional,Opcional,,43472,,1,
42182312,Electrodos o sets para electromiógrafos,Opcional,Opcional,,43472,,1,
42182313,Sets para diagnóstico neurológico,Opcional,Opcional,,43472,,1,
42182314,Dispositivo de retroalimentación biológica,Opcional,Opcional,,43472,,1,
42182315,Analizador de espectro electroencefalográfico,Opcional,Opcional,,43472,,1,
42182316,Detector de respuesta evocada,Opcional,Opcional,,43472,,1,
42182400,Productos para probar el oír,Opcional,Opcional,,43472,,1,
42182401,Audiómetros o accesorios,Opcional,Opcional,,43472,,1,
42182402,Vibradores de hueso audiométricos o analizadores de oído medio,Opcional,Opcional,,43472,,1,
42182403,Cabinas audiométricas o cámaras acústicas para pruebas de audición,Opcional,Opcional,,43472,,1,
42182404,Sets de calibración de unidades de evaluación de función auditiva,Opcional,Opcional,,43472,,1,
42182405,Unidades de evaluación de función auditiva,Opcional,Opcional,,43472,,1,
42182406,Grabadoras gráficas de pruebas auditivas,Opcional,Opcional,,43472,,1,
42182407,Fenestrómetros de oído,Opcional,Opcional,,43472,,1,
42182408,Electrococleógrafos,Opcional,Opcional,,43472,,1,
42182409,Analizadores de audífonos o sistemas de prueba,Opcional,Opcional,,43472,,1,
42182410,Estuches para diapasones para uso médico,Opcional,Opcional,,43472,,1,
42182411,Martillos para diapasones para uso médico,Opcional,Opcional,,43472,,1,
42182412,Diapasones para uso médico,Opcional,Opcional,,43472,,1,
42182413,Sets de diapasones para uso médico,Opcional,Opcional,,43472,,1,
42182414,Analizadores de tinnitus (acúfenos),Opcional,Opcional,,43472,,1,
42182415,Tubos de toynbee para diagnóstico,Opcional,Opcional,,43472,,1,
42182416,Timpanómetros o sus accesorios,Opcional,Opcional,,43472,,1,
42182417,Cordones de audiometría,Opcional,Opcional,,43472,,1,
42182418,Guías para fenestrómetro,Opcional,Opcional,,43472,,1,
42182419,Aparatos para control de audición,Opcional,Opcional,,43472,,1,
42182420,Sondas aurales,Opcional,Opcional,,43472,,1,
42182421,Calibradores de tapones o accesorios,Opcional,Opcional,,43472,,1,
42182422,Bolsas inflables para oído,Opcional,Opcional,,43472,,1,
42182500,Metros de función nasal,Opcional,Opcional,,43472,,1,
42182501,Olfatómetros,Opcional,Opcional,,43472,,1,
42182502,Medidores de flujo nasal o rinoanemómetros,Opcional,Opcional,,43472,,1,
42182600,Lámparas o luces de examen médico,Opcional,Opcional,,43472,,1,
42182601,Luces o lámparas de pie para exámenes médicos,Opcional,Opcional,,43472,,1,
42182602,Luces o lámparas instaladas para exámenes médicos,Opcional,Opcional,,43472,,1,
42182603,Luces de techo o lámparas de techo o accesorios para exámenes médicos,Opcional,Opcional,,43472,,1,
42182604,Linternas para exámenes médicos,Opcional,Opcional,,43472,,1,
42182700,Dispositivos de medición de talla de examen médico,Opcional,Opcional,,43472,,1,
42182701,Goniómetros,Opcional,Opcional,,43472,,1,
42182702,Cintas de medición para uso médico,Opcional,Opcional,,43472,,1,
42182703,Reglas de medición de altura de pacientes,Opcional,Opcional,,43472,,1,
42182704,Evaluadores de dobleces de piel,Opcional,Opcional,,43472,,1,
42182705,Analizador de composición del cuerpo,Opcional,Opcional,,43472,,1,
42182706,Malla o dispositivo de medición de heridas,Opcional,Opcional,,43472,,1,
42182707,Inclinómetro,Opcional,Opcional,,43472,,1,
42182800,Básculas médicas de peso,Opcional,Opcional,,43472,,1,
42182801,Básculas de pañales,Opcional,Opcional,,43472,,1,
42182802,Básculas de bebés,Opcional,Opcional,,43472,,1,
42182803,Básculas de mesa o cama para pacientes para uso general,Opcional,Opcional,,43472,,1,
42182804,Básculas de asiento para pacientes,Opcional,Opcional,,43472,,1,
42182805,Básculas de piso para pacientes,Opcional,Opcional,,43472,,1,
42182806,Básculas de eslinga para pacientes,Opcional,Opcional,,43472,,1,
42182807,Básculas de plataforma para sillas de ruedas,Opcional,Opcional,,43472,,1,
42182808,Forros o revestimientos para básculas de pesaje,Opcional,Opcional,,43472,,1,
42182900,Mesas de examen de especialidad y productos relacionados,Opcional,Opcional,,43472,,1,
42182901,Mesas de examen obstétrico o ginecológico,Opcional,Opcional,,43472,,1,
42182902,Mesas de examen con apoya pies para examen obstétrico o ginecológico,Opcional,Opcional,,43472,,1,
42182903,Mesas para examen pediátrico,Opcional,Opcional,,43472,,1,
42182904,Mesas de retención o sistemas de medición para examen pediátrico,Opcional,Opcional,,43472,,1,
42183000,Productos de examen diagnóstico oftálmico,Opcional,Opcional,,43472,,1,
42183001,Carteleras para examen de ojos o tarjetas de visión,Opcional,Opcional,,43472,,1,
42183002,Topógrafos corneales,Opcional,Opcional,,43472,,1,
42183003,Exoftalmómetros,Opcional,Opcional,,43472,,1,
42183004,Queratoscopios,Opcional,Opcional,,43472,,1,
42183005,Colorímetros oftálmicos,Opcional,Opcional,,43472,,1,
42183006,Distómetros oftálmicos,Opcional,Opcional,,43472,,1,
42183007,Tambores oftálmicos o sus accesorios,Opcional,Opcional,,43472,,1,
42183008,Eutiscopios oftálmicos,Opcional,Opcional,,43472,,1,
42183009,Lentes de prueba del ojo o sus accesorios para uso oftálmico,Opcional,Opcional,,43472,,1,
42183010,Lensómetros para uso oftálmico,Opcional,Opcional,,43472,,1,
42183011,Perímetros para uso oftálmico,Opcional,Opcional,,43472,,1,
42183012,Fotómetros para uso oftálmico,Opcional,Opcional,,43472,,1,
42183013,Prismas para uso oftálmico,Opcional,Opcional,,43472,,1,
42183014,Retinoscopios para uso oftálmico,Opcional,Opcional,,43472,,1,
42183015,Lámparas de hendidura para uso oftálmico,Opcional,Opcional,,43472,,1,
42183016,Espectrofotómetros para uso oftálmico,Opcional,Opcional,,43472,,1,
42183017,Espéculos para uso oftálmico,Opcional,Opcional,,43472,,1,
42183018,Tonómetros o accesorios para uso oftálmico,Opcional,Opcional,,43472,,1,
