c_ClaveProdServ,Descripción,Incluir IVA trasladado,Incluir IEPS trasladado,Complemento que debe incluir,FechaInicioVigencia,FechaFinVigencia,Estímulo Franja Fronteriza,Palabras similares
10201606,Rosal vivo leonidas,Opcional,Opcional,,43472,,1,
10201607,Rosal vivo matilda,Opcional,Opcional,,43472,,1,
10201608,Rosal vivo sunny leonidas,Opcional,Opcional,,43472,,1,
10201609,Rosal vivo terra nostra,Opcional,Opcional,,43472,,1,
10201610,Rosal vivo terracotta,Opcional,Opcional,,43472,,1,
10201700,Rosales vivos crema,Opcional,Opcional,,43472,,1,
10201701,Rosal vivo advenire,Opcional,Opcional,,43472,,1,
10201702,Rosal vivo alex,Opcional,Opcional,,43472,,1,
10201703,Rosal vivo antique brass,Opcional,Opcional,,43472,,1,
10201704,Rosal vivo aubade,Opcional,Opcional,,43472,,1,
10201705,Rosal vivo beach,Opcional,Opcional,,43472,,1,
10201706,Rosal vivo belle pearl,Opcional,Opcional,,43472,,1,
10201707,Rosal vivo blush de los andes,Opcional,Opcional,,43472,,1,
10201708,Rosal vivo camel,Opcional,Opcional,,43472,,1,
10201709,Rosal vivo caramel antike o caramel antique,Opcional,Opcional,,43472,,1,
10201710,Rosal vivo champagne,Opcional,Opcional,,43472,,1,
10201711,Rosal vivo clear ocean,Opcional,Opcional,,43472,,1,
10201712,Rosal vivo combo,Opcional,Opcional,,43472,,1,
10201713,Rosal vivo creme de la creme,Opcional,Opcional,,43472,,1,
10201714,Rosal vivo emanuella,Opcional,Opcional,,43472,,1,
10201715,Rosal vivo evolution,Opcional,Opcional,,43472,,1,
10201716,Rosal vivo fedora,Opcional,Opcional,,43472,,1,
10201717,Rosal vivo fenice,Opcional,Opcional,,43472,,1,
10201718,Rosal vivo french vanilla,Opcional,Opcional,,43472,,1,
10201719,Rosal vivo hollywood,Opcional,Opcional,,43472,,1,
10201720,Rosal vivo ilios,Opcional,Opcional,,43472,,1,
10201721,Rosal vivo jelena,Opcional,Opcional,,43472,,1,
10201722,Rosal vivo kameleon,Opcional,Opcional,,43472,,1,
10201723,Rosal vivo kentucky,Opcional,Opcional,,43472,,1,
10201724,Rosal vivo kings pride,Opcional,Opcional,,43472,,1,
10201725,Rosal vivo latin fusion,Opcional,Opcional,,43472,,1,
10201726,Rosal vivo lemon dream,Opcional,Opcional,,43472,,1,
10201727,Rosal vivo magic moka,Opcional,Opcional,,43472,,1,
10201728,Rosal vivo mamamia,Opcional,Opcional,,43472,,1,
10201729,Rosal vivo message,Opcional,Opcional,,43472,,1,
10201730,Rosal vivo muneca o munieca,Opcional,Opcional,,43472,,1,
10201731,Rosal vivo parfum de rosas,Opcional,Opcional,,43472,,1,
10201732,Rosal vivo porcelina,Opcional,Opcional,,43472,,1,
10201733,Rosal vivo privilege,Opcional,Opcional,,43472,,1,
10201734,Rosal vivo quicksand,Opcional,Opcional,,43472,,1,
10201735,Rosal vivo rollercoaster,Opcional,Opcional,,43472,,1,
10201736,Rosal vivo romantic curiosa,Opcional,Opcional,,43472,,1,
10201737,Rosal vivo safari,Opcional,Opcional,,43472,,1,
10201738,Rosal vivo sahara,Opcional,Opcional,,43472,,1,
10201739,Rosal vivo sandy femma,Opcional,Opcional,,43472,,1,
10201740,Rosal vivo talea,Opcional,Opcional,,43472,,1,
10201741,Rosal vivo timeless,Opcional,Opcional,,43472,,1,
10201742,Rosal vivo transition,Opcional,Opcional,,43472,,1,
10201743,Rosal vivo trump,Opcional,Opcional,,43472,,1,
10201744,Rosal vivo twin,Opcional,Opcional,,43472,,1,
10201745,Rosal vivo vendela,Opcional,Opcional,,43472,,1,
10201746,Rosal vivo virginia,Opcional,Opcional,,43472,,1,
10201800,Rosales vivos verdes o lima,Opcional,Opcional,,43472,,1,
10201801,Rosal vivo amandine,Opcional,Opcional,,43472,,1,
10201802,Rosal vivo caipirinha,Opcional,Opcional,,43472,,1,
10201803,Rosal vivo green fashion,Opcional,Opcional,,43472,,1,
10201804,Rosal vivo green tea,Opcional,Opcional,,43472,,1,
10201805,Rosal vivo jade,Opcional,Opcional,,43472,,1,
10201806,Rosal vivo limbo,Opcional,Opcional,,43472,,1,
10201807,Rosal vivo limena o limenia,Opcional,Opcional,,43472,,1,
10201808,Rosal vivo limona,Opcional,Opcional,,43472,,1,
10201809,Rosal vivo old dutch,Opcional,Opcional,,43472,,1,
10201810,Rosal vivo super green,Opcional,Opcional,,43472,,1,
10201811,Rosal vivo sweet green,Opcional,Opcional,,43472,,1,
10201812,Rosal vivo viva,Opcional,Opcional,,43472,,1,
10201813,Rosal vivo zazu,Opcional,Opcional,,43472,,1,
10201900,Rosales vivos rosado claro,Opcional,Opcional,,43472,,1,
10201901,Rosal vivo anna,Opcional,Opcional,,43472,,1,
10201902,Rosal vivo bella vita,Opcional,Opcional,,43472,,1,
10201903,Rosal vivo bridal dream,Opcional,Opcional,,43472,,1,
10201904,Rosal vivo candy bianca,Opcional,Opcional,,43472,,1,
10201905,Rosal vivo caress,Opcional,Opcional,,43472,,1,
10201906,Rosal vivo carolina,Opcional,Opcional,,43472,,1,
10201907,Rosal vivo climax,Opcional,Opcional,,43472,,1,
10201908,Rosal vivo danny,Opcional,Opcional,,43472,,1,
10201909,Rosal vivo dolce vita,Opcional,Opcional,,43472,,1,
10201910,Rosal vivo elite,Opcional,Opcional,,43472,,1,
10201911,Rosal vivo emma,Opcional,Opcional,,43472,,1,
10201912,Rosal vivo engagement,Opcional,Opcional,,43472,,1,
10201913,Rosal vivo esther,Opcional,Opcional,,43472,,1,
10201914,Rosal vivo excalibur,Opcional,Opcional,,43472,,1,
10201915,Rosal vivo exciting,Opcional,Opcional,,43472,,1,
10201916,Rosal vivo first lady,Opcional,Opcional,,43472,,1,
10201917,Rosal vivo geraldine,Opcional,Opcional,,43472,,1,
10201918,Rosal vivo gotcha,Opcional,Opcional,,43472,,1,
10201919,Rosal vivo harmonie,Opcional,Opcional,,43472,,1,
10201920,Rosal vivo heaven,Opcional,Opcional,,43472,,1,
10201921,Rosal vivo high and elegant,Opcional,Opcional,,43472,,1,
10201922,Rosal vivo katherine,Opcional,Opcional,,43472,,1,
10201923,Rosal vivo king kong,Opcional,Opcional,,43472,,1,
10201924,Rosal vivo livia,Opcional,Opcional,,43472,,1,
10201925,Rosal vivo lorena,Opcional,Opcional,,43472,,1,
10201926,Rosal vivo lovely,Opcional,Opcional,,43472,,1,
10201927,Rosal vivo maaike,Opcional,Opcional,,43472,,1,
10201928,Rosal vivo marilyn,Opcional,Opcional,,43472,,1,
10201929,Rosal vivo marlise,Opcional,Opcional,,43472,,1,
10201930,Rosal vivo miranda o ausimmon,Opcional,Opcional,,43472,,1,
10201931,Rosal vivo mona lisa,Opcional,Opcional,,43472,,1,
10201932,Rosal vivo nirvana,Opcional,Opcional,,43472,,1,
10201933,Rosal vivo o hara,Opcional,Opcional,,43472,,1,
10201934,Rosal vivo ole,Opcional,Opcional,,43472,,1,
10201935,Rosal vivo olga,Opcional,Opcional,,43472,,1,
10201936,Rosal vivo pacífica,Opcional,Opcional,,43472,,1,
10201937,Rosal vivo party mix,Opcional,Opcional,,43472,,1,
10201938,Rosal vivo peckoubo o pekcoubo,Opcional,Opcional,,43472,,1,
10201939,Rosal vivo phoebe o ausnotice,Opcional,Opcional,,43472,,1,
10201940,Rosal vivo pink farfalla,Opcional,Opcional,,43472,,1,
10201941,Rosal vivo pink finess,Opcional,Opcional,,43472,,1,
10201942,Rosal vivo pink magic,Opcional,Opcional,,43472,,1,
10201943,Rosal vivo pink osiana,Opcional,Opcional,,43472,,1,
10201944,Rosal vivo pretty woman,Opcional,Opcional,,43472,,1,
10201945,Rosal vivo romance,Opcional,Opcional,,43472,,1,
10201946,Rosal vivo romantic antike o antique,Opcional,Opcional,,43472,,1,
10201947,Rosal vivo rosalind o astew,Opcional,Opcional,,43472,,1,
10201948,Rosal vivo rosita vendela,Opcional,Opcional,,43472,,1,
10201949,Rosal vivo secret garden,Opcional,Opcional,,43472,,1,
10201950,Rosal vivo solaire,Opcional,Opcional,,43472,,1,
10201951,Rosal vivo sophie,Opcional,Opcional,,43472,,1,
10201952,Rosal vivo sweet akito,Opcional,Opcional,,43472,,1,
10201953,Rosal vivo sweet avalanche,Opcional,Opcional,,43472,,1,
10201954,Rosal vivo sweet elegance,Opcional,Opcional,,43472,,1,
10201955,Rosal vivo sweet pink,Opcional,Opcional,,43472,,1,
10201956,Rosal vivo titanic,Opcional,Opcional,,43472,,1,
10201957,Rosal vivo toscanini,Opcional,Opcional,,43472,,1,
10201958,Rosal vivo vania,Opcional,Opcional,,43472,,1,
10201959,Rosal vivo vanity,Opcional,Opcional,,43472,,1,
10201960,Rosal vivo vision,Opcional,Opcional,,43472,,1,
10201961,Rosal vivo vivaldi,Opcional,Opcional,,43472,,1,
10201962,Rosal vivo whisper,Opcional,Opcional,,43472,,1,
10202000,Rosales vivos multicolor rosados,Opcional,Opcional,,43472,,1,
10202001,Rosal vivo attracta,Opcional,Opcional,,43472,,1,
10202002,Rosal vivo boheme,Opcional,Opcional,,43472,,1,
10202003,Rosal vivo carousel,Opcional,Opcional,,43472,,1,
10202004,Rosal vivo cezanne,Opcional,Opcional,,43472,,1,
10202005,Rosal vivo crazy one,Opcional,Opcional,,43472,,1,
10202006,Rosal vivo dance valley,Opcional,Opcional,,43472,,1,
10202007,Rosal vivo duett,Opcional,Opcional,,43472,,1,
10202008,Rosal vivo esperance,Opcional,Opcional,,43472,,1,
10202009,Rosal vivo fiesta,Opcional,Opcional,,43472,,1,
10202010,Rosal vivo halloween,Opcional,Opcional,,43472,,1,
10202011,Rosal vivo highlander,Opcional,Opcional,,43472,,1,
10202012,Rosal vivo hot ambiance,Opcional,Opcional,,43472,,1,
10202013,Rosal vivo la belle,Opcional,Opcional,,43472,,1,
10202014,Rosal vivo laguna,Opcional,Opcional,,43472,,1,
10202015,Rosal vivo latin ambiance,Opcional,Opcional,,43472,,1,
10202016,Rosal vivo latin breeze,Opcional,Opcional,,43472,,1,
10202017,Rosal vivo long arifa,Opcional,Opcional,,43472,,1,
10202018,Rosal vivo murano,Opcional,Opcional,,43472,,1,
10202019,Rosal vivo n-joy rose,Opcional,Opcional,,43472,,1,
10202020,Rosal vivo panama,Opcional,Opcional,,43472,,1,
10202021,Rosal vivo peppermint,Opcional,Opcional,,43472,,1,
10202022,Rosal vivo pijama party,Opcional,Opcional,,43472,,1,
10202023,Rosal vivo portofino,Opcional,Opcional,,43472,,1,
10202024,Rosal vivo priceless,Opcional,Opcional,,43472,,1,
10202025,Rosal vivo queen amazon,Opcional,Opcional,,43472,,1,
10202026,Rosal vivo ranuncula,Opcional,Opcional,,43472,,1,
10202027,Rosal vivo rossini,Opcional,Opcional,,43472,,1,
10202028,Rosal vivo sabina o sabrina,Opcional,Opcional,,43472,,1,
10202029,Rosal vivo scandal,Opcional,Opcional,,43472,,1,
10202030,Rosal vivo silvery pink,Opcional,Opcional,,43472,,1,
10202031,Rosal vivo something else,Opcional,Opcional,,43472,,1,
10202032,Rosal vivo soutine,Opcional,Opcional,,43472,,1,
10202033,Rosal vivo sovereign,Opcional,Opcional,,43472,,1,
10202034,Rosal vivo super disco,Opcional,Opcional,,43472,,1,
10202035,Rosal vivo ts 1968,Opcional,Opcional,,43472,,1,
10202036,Rosal vivo variance,Opcional,Opcional,,43472,,1,
10202037,Rosal vivo verdi,Opcional,Opcional,,43472,,1,
10202100,Rosales vivos anaranjados,Opcional,Opcional,,43472,,1,
10202101,Rosal vivo alhambra,Opcional,Opcional,,43472,,1,
10202102,Rosal vivo aloha,Opcional,Opcional,,43472,,1,
10202103,Rosal vivo amber,Opcional,Opcional,,43472,,1,
10202104,Rosal vivo apache,Opcional,Opcional,,43472,,1,
10202105,Rosal vivo arabia,Opcional,Opcional,,43472,,1,
10202106,Rosal vivo bengala,Opcional,Opcional,,43472,,1,
10202107,Rosal vivo bibi,Opcional,Opcional,,43472,,1,
10202108,Rosal vivo caramba,Opcional,Opcional,,43472,,1,
10202109,Rosal vivo caramella,Opcional,Opcional,,43472,,1,
10202110,Rosal vivo carla,Opcional,Opcional,,43472,,1,
10202111,Rosal vivo cartagena,Opcional,Opcional,,43472,,1,
10202112,Rosal vivo chanson,Opcional,Opcional,,43472,,1,
10202113,Rosal vivo charmer,Opcional,Opcional,,43472,,1,
10202114,Rosal vivo cherry brandy,Opcional,Opcional,,43472,,1,
10202115,Rosal vivo chilis,Opcional,Opcional,,43472,,1,
10202116,Rosal vivo cinnamon,Opcional,Opcional,,43472,,1,
10202117,Rosal vivo colandro,Opcional,Opcional,,43472,,1,
10202118,Rosal vivo coral sea,Opcional,Opcional,,43472,,1,
10202119,Rosal vivo corvette o red corvette,Opcional,Opcional,,43472,,1,
10202120,Rosal vivo dark milva,Opcional,Opcional,,43472,,1,
10202121,Rosal vivo donna,Opcional,Opcional,,43472,,1,
10202122,Rosal vivo dreamer,Opcional,Opcional,,43472,,1,
10202123,Rosal vivo el dorado,Opcional,Opcional,,43472,,1,
10202124,Rosal vivo el toro,Opcional,Opcional,,43472,,1,
10202125,Rosal vivo elena,Opcional,Opcional,,43472,,1,
10202126,Rosal vivo ensueño,Opcional,Opcional,,43472,,1,
10202127,Rosal vivo euforia,Opcional,Opcional,,43472,,1,
10202128,Rosal vivo exótica,Opcional,Opcional,,43472,,1,
10202129,Rosal vivo fancy amazon,Opcional,Opcional,,43472,,1,
10202130,Rosal vivo fiction,Opcional,Opcional,,43472,,1,
10202131,Rosal vivo finess,Opcional,Opcional,,43472,,1,
10202132,Rosal vivo flameco,Opcional,Opcional,,43472,,1,
10202133,Rosal vivo free spirit,Opcional,Opcional,,43472,,1,
10202134,Rosal vivo gelato,Opcional,Opcional,,43472,,1,
10202135,Rosal vivo gypsy curiosa,Opcional,Opcional,,43472,,1,
10202136,Rosal vivo high and magic,Opcional,Opcional,,43472,,1,
10202137,Rosal vivo high and orange magic,Opcional,Opcional,,43472,,1,
10202138,Rosal vivo iguana o alegra,Opcional,Opcional,,43472,,1,
10202139,Rosal vivo impulse,Opcional,Opcional,,43472,,1,
10202140,Rosal vivo indian femma,Opcional,Opcional,,43472,,1,
10202141,Rosal vivo indian sunset,Opcional,Opcional,,43472,,1,
10202142,Rosal vivo karusso,Opcional,Opcional,,43472,,1,
10202143,Rosal vivo kerio,Opcional,Opcional,,43472,,1,
10202144,Rosal vivo kiki,Opcional,Opcional,,43472,,1,
10202145,Rosal vivo latin circus,Opcional,Opcional,,43472,,1,
10202146,Rosal vivo leonisa,Opcional,Opcional,,43472,,1,
10202147,Rosal vivo lipstick,Opcional,Opcional,,43472,,1,
10202148,Rosal vivo lobita,Opcional,Opcional,,43472,,1,
10202149,Rosal vivo luca,Opcional,Opcional,,43472,,1,
10202150,Rosal vivo manitou,Opcional,Opcional,,43472,,1,
10202151,Rosal vivo mariana,Opcional,Opcional,,43472,,1,
10202152,Rosal vivo marjan o pk sensation,Opcional,Opcional,,43472,,1,
10202153,Rosal vivo milonga,Opcional,Opcional,,43472,,1,
10202154,Rosal vivo milva,Opcional,Opcional,,43472,,1,
10202155,Rosal vivo miracle,Opcional,Opcional,,43472,,1,
10202156,Rosal vivo mirage,Opcional,Opcional,,43472,,1,
10202157,Rosal vivo monte carlo,Opcional,Opcional,,43472,,1,
10202158,Rosal vivo movie star,Opcional,Opcional,,43472,,1,
10202159,Rosal vivo nikita,Opcional,Opcional,,43472,,1,
10202160,Rosal vivo orange flame,Opcional,Opcional,,43472,,1,
10202161,Rosal vivo orange france,Opcional,Opcional,,43472,,1,
10202162,Rosal vivo orange intuition,Opcional,Opcional,,43472,,1,
10202163,Rosal vivo orange unique,Opcional,Opcional,,43472,,1,
10202164,Rosal vivo orangine u orangina,Opcional,Opcional,,43472,,1,
10202165,Rosal vivo papaya,Opcional,Opcional,,43472,,1,
10202166,Rosal vivo pareo,Opcional,Opcional,,43472,,1,
10202167,Rosal vivo peach sherbet,Opcional,Opcional,,43472,,1,
10202168,Rosal vivo queensday,Opcional,Opcional,,43472,,1,
10202169,Rosal vivo rosselle,Opcional,Opcional,,43472,,1,
10202170,Rosal vivo royal circus,Opcional,Opcional,,43472,,1,
10202171,Rosal vivo sari,Opcional,Opcional,,43472,,1,
10202172,Rosal vivo sensual,Opcional,Opcional,,43472,,1,
10202173,Rosal vivo soap,Opcional,Opcional,,43472,,1,
10202174,Rosal vivo sombrero,Opcional,Opcional,,43472,,1,
10202175,Rosal vivo spicy,Opcional,Opcional,,43472,,1,
10202176,Rosal vivo star 2000,Opcional,Opcional,,43472,,1,
10202177,Rosal vivo summer versilia,Opcional,Opcional,,43472,,1,
10202178,Rosal vivo trixx,Opcional,Opcional,,43472,,1,
10202179,Rosal vivo tropical amazon,Opcional,Opcional,,43472,,1,
10202180,Rosal vivo utopia,Opcional,Opcional,,43472,,1,
10202181,Rosal vivo valentine,Opcional,Opcional,,43472,,1,
10202182,Rosal vivo verano,Opcional,Opcional,,43472,,1,
10202183,Rosal vivo versilia,Opcional,Opcional,,43472,,1,
10202184,Rosal vivo voodoo,Opcional,Opcional,,43472,,1,
10202185,Rosal vivo wow,Opcional,Opcional,,43472,,1,
10202186,Rosal vivo yabadabadoo,Opcional,Opcional,,43472,,1,
10202200,Rosales vivos durazno,Opcional,Opcional,,43472,,1,
10202201,Rosal vivo alejandra,Opcional,Opcional,,43472,,1,
10202202,Rosal vivo azafran,Opcional,Opcional,,43472,,1,
10202203,Rosal vivo big fun,Opcional,Opcional,,43472,,1,
10202204,Rosal vivo cabaret,Opcional,Opcional,,43472,,1,
10202205,Rosal vivo capuccino,Opcional,Opcional,,43472,,1,
10202206,Rosal vivo carpe diem,Opcional,Opcional,,43472,,1,
10202207,Rosal vivo cosima,Opcional,Opcional,,43472,,1,
10202208,Rosal vivo cumbia,Opcional,Opcional,,43472,,1,
10202209,Rosal vivo dream,Opcional,Opcional,,43472,,1,
10202210,Rosal vivo epoca,Opcional,Opcional,,43472,,1,
10202211,Rosal vivo fado,Opcional,Opcional,,43472,,1,
10202212,Rosal vivo femma,Opcional,Opcional,,43472,,1,
10202213,Rosal vivo guajira,Opcional,Opcional,,43472,,1,
10202214,Rosal vivo high and arena,Opcional,Opcional,,43472,,1,
10202215,Rosal vivo high and dandy,Opcional,Opcional,,43472,,1,
10202216,Rosal vivo high and lucky,Opcional,Opcional,,43472,,1,
10202217,Rosal vivo high and peach,Opcional,Opcional,,43472,,1,
10202218,Rosal vivo imagination,Opcional,Opcional,,43472,,1,
10202219,Rosal vivo isis,Opcional,Opcional,,43472,,1,
10202220,Rosal vivo joy o light versilia,Opcional,Opcional,,43472,,1,
10202221,Rosal vivo juliet ausjameson,Opcional,Opcional,,43472,,1,
10202222,Rosal vivo la parisienne,Opcional,Opcional,,43472,,1,
10202223,Rosal vivo la perla,Opcional,Opcional,,43472,,1,
10202224,Rosal vivo lovita sunblaze,Opcional,Opcional,,43472,,1,
10202225,Rosal vivo malilena o marilena,Opcional,Opcional,,43472,,1,
10202226,Rosal vivo monyna,Opcional,Opcional,,43472,,1,
10202227,Rosal vivo nectarine,Opcional,Opcional,,43472,,1,
10202228,Rosal vivo oriental curiosa,Opcional,Opcional,,43472,,1,
10202229,Rosal vivo osiana,Opcional,Opcional,,43472,,1,
10202230,Rosal vivo peach avalanche,Opcional,Opcional,,43472,,1,
10202231,Rosal vivo peach deja vu,Opcional,Opcional,,43472,,1,
10202232,Rosal vivo picanto,Opcional,Opcional,,43472,,1,
10202233,Rosal vivo prima donna,Opcional,Opcional,,43472,,1,
10202234,Rosal vivo sheril,Opcional,Opcional,,43472,,1,
10202235,Rosal vivo sirocco,Opcional,Opcional,,43472,,1,
10202236,Rosal vivo tamara,Opcional,Opcional,,43472,,1,
10202237,Rosal vivo taxo,Opcional,Opcional,,43472,,1,
10202238,Rosal vivo trust,Opcional,Opcional,,43472,,1,
10202239,Rosal vivo valencia,Opcional,Opcional,,43472,,1,
10202240,Rosal vivo vinci,Opcional,Opcional,,43472,,1,
10202241,Rosal vivo wanda,Opcional,Opcional,,43472,,1,
10202300,Rosales vivos rosados,Opcional,Opcional,,43472,,1,
10202301,Rosal vivo aerobic,Opcional,Opcional,,43472,,1,
10202302,Rosal vivo after party,Opcional,Opcional,,43472,,1,
10202303,Rosal vivo amsterdam,Opcional,Opcional,,43472,,1,
10202304,Rosal vivo aqua rose,Opcional,Opcional,,43472,,1,
10202305,Rosal vivo attache,Opcional,Opcional,,43472,,1,
10202306,Rosal vivo attitude,Opcional,Opcional,,43472,,1,
10202307,Rosal vivo ballet,Opcional,Opcional,,43472,,1,
10202308,Rosal vivo belami,Opcional,Opcional,,43472,,1,
10202309,Rosal vivo bella voo o belle vue,Opcional,Opcional,,43472,,1,
10202310,Rosal vivo bling bling,Opcional,Opcional,,43472,,1,
10202311,Rosal vivo blushing akito,Opcional,Opcional,,43472,,1,
10202312,Rosal vivo brooke,Opcional,Opcional,,43472,,1,
10202313,Rosal vivo bugatti,Opcional,Opcional,,43472,,1,
10202314,Rosal vivo cadillac,Opcional,Opcional,,43472,,1,
10202315,Rosal vivo carnaval,Opcional,Opcional,,43472,,1,
10202316,Rosal vivo cereza,Opcional,Opcional,,43472,,1,
10202317,Rosal vivo charming unique,Opcional,Opcional,,43472,,1,
10202318,Rosal vivo cherry o,Opcional,Opcional,,43472,,1,
10202319,Rosal vivo ciciolina,Opcional,Opcional,,43472,,1,
10202320,Rosal vivo classic cezanne,Opcional,Opcional,,43472,,1,
10202321,Rosal vivo clasic duett,Opcional,Opcional,,43472,,1,
10202322,Rosal vivo cosmiq,Opcional,Opcional,,43472,,1,
10202323,Rosal vivo dark engagement,Opcional,Opcional,,43472,,1,
